Open time,Open,High,Low,Close,Volume,Num_Trades,Taker_Base_Vol
2025-11-06 05:00:00,3452.83,3452.83,3372.3,3388.39,33813.7822,235609.0,9290.9567
2025-11-06 06:00:00,3388.37,3402.28,3378.62,3384.71,15361.7542,179145.0,7429.5322
2025-11-06 07:00:00,3384.72,3394.7,3361.0,3380.42,20222.8679,214998.0,9112.464
2025-11-06 08:00:00,3380.4,3394.44,3372.63,3385.61,12793.0338,205378.0,7500.531
2025-11-06 09:00:00,3385.61,3394.43,3375.28,3383.19,9364.3504,163722.0,4423.4248
2025-11-06 10:00:00,3383.2,3415.0,3366.99,3393.7,19478.4867,195582.0,9347.8111
2025-11-06 11:00:00,3393.7,3407.79,3380.77,3399.4,12907.5254,151855.0,5975.5625
2025-11-06 12:00:00,3399.39,3404.78,3342.43,3349.5,24081.8442,240772.0,10833.9189
2025-11-06 13:00:00,3349.5,3403.52,3349.49,3391.03,20556.391,297397.0,10986.0555
2025-11-06 14:00:00,3391.03,3400.37,3319.44,3329.01,38071.89,504759.0,18678.4947
2025-11-06 15:00:00,3329.01,3365.67,3276.54,3300.0,72552.4948,559048.0,39213.7939
2025-11-06 16:00:00,3300.0,3322.89,3245.45,3276.59,61908.8804,533896.0,33922.4792
2025-11-06 17:00:00,3276.6,3340.71,3270.7,3329.65,41337.5307,440632.0,22838.0003
2025-11-06 18:00:00,3329.65,3352.37,3295.33,3329.43,27615.1143,371886.0,13450.9472
2025-11-06 19:00:00,3329.42,3343.73,3309.99,3325.8,18517.799,304598.0,9250.0208
2025-11-06 20:00:00,3325.86,3337.3,3287.77,3306.41,18996.6649,321218.0,8534.616
2025-11-06 21:00:00,3306.41,3335.57,3292.7,3326.04,12933.3103,206055.0,6723.5106
2025-11-06 22:00:00,3326.04,3330.35,3295.29,3319.61,13424.899,158198.0,5223.4487
2025-11-06 23:00:00,3319.61,3319.61,3290.4,3315.14,12378.7906,204771.0,5882.1067
2025-11-07 00:00:00,3315.14,3332.29,3294.11,3324.97,19868.6964,311725.0,10199.1002
2025-11-07 01:00:00,3324.98,3330.82,3276.19,3324.79,28040.4201,382226.0,14185.0441
2025-11-07 02:00:00,3324.79,3352.38,3304.26,3346.66,25327.6043,279744.0,13180.9038
2025-11-07 03:00:00,3346.68,3365.32,3342.93,3345.12,19561.5633,231968.0,10904.4595
2025-11-07 04:00:00,3345.12,3348.55,3319.59,3338.42,15297.6822,176615.0,7569.6149
2025-11-07 05:00:00,3338.42,3369.99,3337.69,3366.78,15398.0579,223015.0,8091.8979
2025-11-07 06:00:00,3366.79,3369.99,3347.51,3348.02,8250.4956,128008.0,3786.8279
2025-11-07 07:00:00,3348.02,3364.25,3334.25,3358.42,21646.936,170517.0,12061.7447
2025-11-07 08:00:00,3358.41,3360.67,3334.14,3342.04,11543.2435,186974.0,5545.7193
2025-11-07 09:00:00,3342.04,3342.04,3289.75,3301.48,19536.1809,259063.0,7099.4082
2025-11-07 10:00:00,3301.47,3310.33,3272.47,3280.55,16062.6495,205906.0,6738.7489
2025-11-07 11:00:00,3280.54,3280.54,3225.36,3259.97,48222.1257,415976.0,21892.5182
2025-11-07 12:00:00,3259.97,3274.4,3197.0,3223.05,51430.878,395264.0,24419.7215
2025-11-07 13:00:00,3223.04,3249.76,3214.41,3240.99,24409.3729,312572.0,12994.7712
2025-11-07 14:00:00,3240.99,3299.29,3194.2,3289.43,68757.1415,542087.0,34493.8014
2025-11-07 15:00:00,3289.43,3318.35,3262.82,3297.52,67886.5287,538317.0,38465.4474
2025-11-07 16:00:00,3297.52,3333.0,3273.99,3309.2,47236.1197,421513.0,28266.0025
2025-11-07 17:00:00,3309.2,3395.37,3296.99,3385.63,48967.7371,438124.0,26487.2803
2025-11-07 18:00:00,3385.63,3435.29,3377.9,3426.17,36519.4449,414272.0,19567.7787
